Fecha,Hora,Categoría,Ubicación,Género,Código Cliente,Cliente Recurrente,Proveedor,Nombre del producto,Marca,Precio unitario,Cantidad_vendida,Ingresos,CompraAlta,Categoría_num,Ubicación_num,Género_num
2020-12-10,17:50:54.463615,Accesorios,Tienda B,Masculino,1015,1,Proveedor A,Cinturón,Grant,15,2,30,1,1,2,1
2020-12-11,04:48:25.926481,Zapatos,Tienda A,No especificado,1051,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,2,140,1,4,1,2
2020-12-11,15:45:57.389347,Abrigos,Tienda B,Femenino,1050,1,Proveedor D,Abrigo Largo,Canada Goose,100,2,200,1,0,2,0
2020-12-12,02:43:28.852213,Zapatos,Online,Femenino,1093,1,Proveedor C,Botas de Invierno,Timberland,80,2,160,1,4,0,0
2020-12-12,13:41:00.315078,Accesorios,Online,Masculino,1017,1,Proveedor D,Cinturón,Grant,15,2,30,1,1,0,1
2020-12-13,00:38:31.777944,Camisetas,Tienda A,Femenino,1082,1,Proveedor D,Camiseta Básica,Ultra Cotton,15,2,30,1,2,1,0
2020-12-13,11:36:03.240810,Pantalones,Online,Masculino,1049,1,Proveedor C,Pantalón Chino,Dockers,35,2,70,1,3,0,1
2020-12-13,22:33:34.703675,Pantalones,Tienda C,Masculino,1046,1,Proveedor C,Jeans Slim,Levis,40,2,80,1,3,3,1
2020-12-14,09:31:06.166541,Zapatos,Tienda A,Femenino,1054,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,1,0
2020-12-14,20:28:37.629407,Zapatos,Tienda A,Femenino,1092,1,Proveedor D,Botas de Invierno,Timberland,80,2,160,1,4,1,0
2020-12-15,07:26:09.092273,Zapatos,Online,Femenino,1009,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,0,0
2020-12-15,18:23:40.555138,Abrigos,Tienda C,Femenino,1031,1,Proveedor D,Abrigo Largo,Langford Parka,100,2,200,1,0,3,0
2020-12-16,05:21:12.018004,Abrigos,Tienda C,Masculino,1057,1,Proveedor A,Chaqueta Ligera,Ascender,45,2,90,1,0,3,1
2020-12-16,16:18:43.480870,Accesorios,Tienda B,Femenino,1078,1,Proveedor D,Cinturón,Grant,15,2,30,1,1,2,0
2020-12-17,03:16:14.943735,Pantalones,Tienda C,No especificado,1028,1,Proveedor C,Pantalón Chino,Dockers,35,2,70,1,3,3,2
2020-12-17,14:13:46.406601,Pantalones,Tienda B,Masculino,1061,1,Proveedor A,Pantalón Deportivo,Adidas,30,2,60,1,3,2,1
2020-12-18,01:11:17.869467,Zapatos,Tienda B,Femenino,1074,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,2,140,1,4,2,0
2020-12-18,12:08:49.332333,Abrigos,Tienda B,Femenino,1029,1,Proveedor D,Sudadera con Capucha,Champion,35,2,70,1,0,2,0
2020-12-18,23:06:20.795198,Accesorios,Online,No especificado,1015,1,Proveedor A,Gorra,New Era,10,2,20,1,1,0,2
2020-12-19,10:03:52.258064,Pantalones,Tienda C,Femenino,1082,1,Proveedor D,Pantalón Chino,Dockers,35,2,70,1,3,3,0
2020-12-19,21:01:23.720930,Accesorios,Online,Femenino,1066,1,Proveedor D,Gorra,New Era,10,2,20,1,1,0,0
2020-12-20,07:58:55.183795,Pantalones,Tienda A,Masculino,1071,1,Proveedor B,Pantalón Deportivo,Adidas,30,2,60,1,3,1,1
2020-12-20,18:56:26.646661,Pantalones,Tienda C,Femenino,1013,1,Proveedor D,Jeans Slim,Slim Fit,40,2,80,1,3,3,0
2020-12-21,05:53:58.109527,Pantalones,Online,No especificado,1005,1,Proveedor A,Pantalón Deportivo,Adidas,30,2,60,1,3,0,2
2020-12-21,16:51:29.572393,Camisetas,Tienda B,Masculino,1001,1,Proveedor A,Camiseta Casual,Uniqlo,25,2,50,1,2,2,1
2020-12-22,03:49:01.035258,Pantalones,Online,No especificado,1086,1,Proveedor C,Pantalón Chino,Dockers,35,2,70,1,3,0,2
2020-12-22,14:46:32.498124,Zapatos,Tienda B,Masculino,1051,1,Proveedor A,Botas de Invierno,Timberland,80,2,160,1,4,2,1
2020-12-23,01:44:03.960990,Zapatos,Online,No especificado,1049,1,Proveedor D,Botas de Invierno,Timberland,80,2,160,1,4,0,2
2020-12-23,12:41:35.423855,Camisetas,Tienda A,No especificado,1077,1,Proveedor C,Camiseta Deportiva,Dri-FIT,20,2,40,1,2,1,2
2020-12-23,23:39:06.886721,Abrigos,Tienda A,No especificado,1095,1,Proveedor A,Chaqueta Ligera,Ascender,45,2,90,1,0,1,2
2020-12-24,10:36:38.349587,Pantalones,Tienda C,No especificado,1096,1,Proveedor D,Pantalón Deportivo,Adidas,30,2,60,1,3,3,2
2020-12-24,21:34:09.812453,Zapatos,Tienda B,Masculino,1034,1,Proveedor B,Botas de Invierno,Timberland,80,2,160,1,4,2,1
2020-12-25,08:31:41.275318,Zapatos,Tienda B,Masculino,1083,1,Proveedor D,Zapatos Formales,Park Avenue,70,2,140,1,4,2,1
2020-12-25,19:29:12.738184,Accesorios,Online,Masculino,1077,1,Proveedor B,Cinturón,Grant,15,2,30,1,1,0,1
2020-12-26,06:26:44.201050,Zapatos,Online,Masculino,1038,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,2,140,1,4,0,1
2020-12-26,17:24:15.663915,Pantalones,Tienda A,Masculino,1092,1,Proveedor D,Jeans Slim,Slim Fit,40,2,80,1,3,1,1
2020-12-27,04:21:47.126781,Zapatos,Tienda B,Femenino,1011,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,2,0
2020-12-27,15:19:18.589647,Zapatos,Online,Femenino,1028,1,Proveedor A,Botas de Invierno,Timberland,80,2,160,1,4,0,0
2020-12-28,02:16:50.052513,Pantalones,Tienda C,No especificado,1039,1,Proveedor D,Pantalón Deportivo,Adidas,30,2,60,1,3,3,2
2020-12-28,13:14:21.515378,Zapatos,Tienda C,Masculino,1061,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,3,1
2020-12-29,00:11:52.978244,Accesorios,Tienda A,Femenino,1069,1,Proveedor B,Gorra,New Era,10,2,20,1,1,1,0
2020-12-29,11:09:24.441110,Zapatos,Tienda A,Femenino,1020,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,1,0
2020-12-29,22:06:55.903975,Camisetas,Online,Femenino,1022,1,Proveedor B,Camiseta Deportiva,Dri-FIT,20,2,40,1,2,0,0
2020-12-30,09:04:27.366841,Zapatos,Online,Masculino,1028,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,2,140,1,4,0,1
2020-12-30,20:01:58.829707,Camisetas,Tienda A,Femenino,1065,1,Proveedor D,Camiseta Casual,Uniqlo,25,2,50,1,2,1,0
2020-12-31,06:59:30.292573,Pantalones,Online,Femenino,1008,1,Proveedor D,Pantalón Deportivo,Adidas,30,2,60,1,3,0,0
2020-12-31,17:57:01.755438,Camisetas,Tienda C,Femenino,1036,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,2,40,1,2,3,0
2021-01-01,04:54:33.218304,Abrigos,Tienda B,Masculino,1026,1,Proveedor B,Sudadera con Capucha,Champion,35,2,70,1,0,2,1
2021-01-01,15:52:04.681170,Pantalones,Tienda B,Masculino,1039,1,Proveedor C,Pantalón Chino,Dockers,35,2,70,1,3,2,1
2021-01-02,02:49:36.144036,Camisetas,Tienda B,Masculino,1060,1,Proveedor B,Camiseta Casual,Uniqlo,25,2,50,1,2,2,1
2021-01-02,13:47:07.606901,Zapatos,Tienda B,No especificado,1072,1,Proveedor D,Botas de Invierno,Timberland,80,2,160,1,4,2,2
2021-01-03,00:44:39.069767,Abrigos,Tienda A,Masculino,1054,1,Proveedor A,Chaqueta Ligera,Ascender,45,2,90,1,0,1,1
2021-01-03,11:42:10.532633,Zapatos,Tienda C,No especificado,1059,1,Proveedor B,Botas de Invierno,Timberland,80,2,160,1,4,3,2
2021-01-03,22:39:41.995498,Accesorios,Tienda B,Femenino,1033,1,Proveedor D,Gorra,New Era,10,2,20,1,1,2,0
2021-01-04,09:37:13.458364,Abrigos,Tienda B,No especificado,1043,1,Proveedor A,Abrigo Largo,Canada Goose,100,2,200,1,0,2,2
2021-01-04,20:34:44.921230,Abrigos,Tienda A,Femenino,1079,1,Proveedor D,Sudadera con Capucha,Champion,35,2,70,1,0,1,0
2021-01-05,07:32:16.384096,Camisetas,Online,No especificado,1019,1,Proveedor D,Camiseta Básica,Hanes,15,2,30,1,2,0,2
2021-01-05,18:29:47.846961,Camisetas,Tienda C,No especificado,1016,1,Proveedor B,Camiseta Casual,Uniqlo,25,2,50,1,2,3,2
2021-01-06,05:27:19.309827,Abrigos,Online,Masculino,1042,1,Proveedor A,Sudadera con Capucha,Club Hoodie,35,2,70,1,0,0,1
2021-01-06,16:24:50.772693,Accesorios,Tienda C,Femenino,1059,1,Proveedor A,Bufanda,Check,12,2,24,1,1,3,0
2021-01-07,03:22:22.235558,Zapatos,Tienda A,Masculino,1055,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,2,140,1,4,1,1
2021-01-07,14:19:53.698424,Accesorios,Tienda A,Femenino,1022,1,Proveedor A,Cinturón,Grant,15,2,30,1,1,1,0
2021-01-08,01:17:25.161290,Accesorios,Tienda B,Masculino,1030,1,Proveedor D,Bufanda,Check,12,2,24,1,1,2,1
2021-01-08,12:14:56.624156,Accesorios,Tienda C,Femenino,1013,1,Proveedor A,Cinturón,Grant,15,2,30,1,1,3,0
2021-01-08,23:12:28.087021,Abrigos,Tienda A,No especificado,1085,1,Proveedor D,Chaqueta Ligera,Ascender,45,2,90,1,0,1,2
2021-01-09,10:09:59.549887,Zapatos,Online,No especificado,1092,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,2,140,1,4,0,2
2021-01-09,21:07:31.012753,Camisetas,Tienda A,Femenino,1021,1,Proveedor C,Camiseta Deportiva,Dri-FIT,20,2,40,1,2,1,0
2021-01-10,08:05:02.475618,Zapatos,Tienda A,No especificado,1071,1,Proveedor B,Zapatos Formales,Park Avenue,70,2,140,1,4,1,2
2021-01-10,19:02:33.938484,Pantalones,Tienda C,Femenino,1078,1,Proveedor C,Pantalón Deportivo,Adidas,30,2,60,1,3,3,0
2021-01-11,06:00:05.401350,Zapatos,Tienda A,Femenino,1003,1,Proveedor D,Botas de Invierno,Timberland,80,2,160,1,4,1,0
2021-01-11,16:57:36.864216,Camisetas,Tienda C,Masculino,1070,1,Proveedor B,Camiseta Casual,Uniqlo,25,2,50,1,2,3,1
2021-01-12,03:55:08.327081,Accesorios,Online,Femenino,1026,1,Proveedor C,Bufanda,Check,12,2,24,1,1,0,0
2021-01-12,14:52:39.789947,Pantalones,Tienda B,Femenino,1087,1,Proveedor B,Pantalón Chino,Dockers,35,2,70,1,3,2,0
2021-01-13,01:50:11.252813,Zapatos,Tienda B,Femenino,1063,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,2,0
2021-01-13,12:47:42.715678,Zapatos,Online,No especificado,1044,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,0,2
2021-01-13,23:45:14.178544,Accesorios,Tienda A,No especificado,1038,1,Proveedor C,Gorra,New Era,10,2,20,1,1,1,2
2021-01-14,10:42:45.641410,Zapatos,Tienda B,No especificado,1039,1,Proveedor C,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,2,2
2021-01-14,21:40:17.104276,Zapatos,Tienda C,Masculino,1063,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,3,1
2021-01-15,08:37:48.567141,Abrigos,Tienda A,Masculino,1012,1,Proveedor B,Chaqueta Ligera,Ascender,45,2,90,1,0,1,1
2021-01-15,19:35:20.030007,Camisetas,Tienda A,Femenino,1011,1,Proveedor C,Camiseta Básica,Ultra Cotton,15,2,30,1,2,1,0
2021-01-16,06:32:51.492873,Camisetas,Tienda C,Masculino,1075,1,Proveedor A,Camiseta Básica,Gildan,15,2,30,1,2,3,1
2021-01-16,17:30:22.955738,Zapatos,Online,No especificado,1025,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,2,140,1,4,0,2
2021-01-17,04:27:54.418604,Camisetas,Online,Femenino,1083,1,Proveedor D,Camiseta Deportiva,Dri-FIT,20,2,40,1,2,0,0
2021-01-17,15:25:25.881470,Abrigos,Online,Femenino,1077,1,Proveedor D,Abrigo Largo,Langford Parka,100,2,200,1,0,0,0
2021-01-18,02:22:57.344336,Zapatos,Tienda B,No especificado,1039,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,2,140,1,4,2,2
2021-01-18,13:20:28.807201,Accesorios,Online,No especificado,1047,1,Proveedor B,Bufanda,Check,12,2,24,1,1,0,2
2021-01-19,00:18:00.270067,Zapatos,Tienda B,Femenino,1040,1,Proveedor D,Zapatos Formales,Park Avenue,70,2,140,1,4,2,0
2021-01-19,11:15:31.732933,Zapatos,Tienda B,Masculino,1010,1,Proveedor A,Botas de Invierno,Timberland,80,2,160,1,4,2,1
2021-01-19,22:13:03.195798,Abrigos,Tienda C,Masculino,1034,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,2,70,1,0,3,1
2021-01-20,09:10:34.658664,Accesorios,Tienda A,Masculino,1000,1,Proveedor A,Cinturón,Grant,15,2,30,1,1,1,1
2021-01-20,20:08:06.121530,Pantalones,Tienda C,Masculino,1074,1,Proveedor D,Jeans Slim,Levis,40,2,80,1,3,3,1
2021-01-21,07:05:37.584396,Accesorios,Tienda C,Femenino,1022,1,Proveedor A,Bufanda,Check,12,2,24,1,1,3,0
2021-01-21,18:03:09.047261,Abrigos,Tienda B,Masculino,1072,1,Proveedor B,Chaqueta Ligera,Ascender,45,2,90,1,0,2,1
2021-01-22,05:00:40.510127,Zapatos,Tienda A,Masculino,1047,1,Proveedor A,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,1,1
2021-01-22,15:58:11.972993,Accesorios,Tienda B,No especificado,1029,1,Proveedor C,Cinturón,Grant,15,2,30,1,1,2,2
2021-01-23,02:55:43.435858,Camisetas,Tienda C,Femenino,1081,1,Proveedor D,Camiseta Básica,Ultra Cotton,15,2,30,1,2,3,0
2021-01-23,13:53:14.898724,Zapatos,Tienda B,Masculino,1094,1,Proveedor B,Zapatos Formales,Park Avenue,70,2,140,1,4,2,1
2021-01-24,00:50:46.361590,Abrigos,Online,Masculino,1081,1,Proveedor B,Chaqueta Ligera,Ascender,45,2,90,1,0,0,1
2021-01-24,11:48:17.824456,Camisetas,Tienda C,Masculino,1089,1,Proveedor B,Camiseta Deportiva,Dri-FIT,20,2,40,1,2,3,1
2021-01-24,22:45:49.287321,Zapatos,Tienda C,No especificado,1065,1,Proveedor C,Botas de Invierno,Timberland,80,2,160,1,4,3,2
2021-01-25,09:43:20.750187,Abrigos,Tienda C,Masculino,1050,1,Proveedor C,Abrigo Largo,Canada Goose,100,2,200,1,0,3,1
2021-01-25,20:40:52.213053,Accesorios,Tienda A,Masculino,1082,1,Proveedor A,Gorra,New Era,10,2,20,1,1,1,1
2021-01-26,07:38:23.675918,Pantalones,Tienda A,Femenino,1029,1,Proveedor D,Pantalón Deportivo,Adidas,30,2,60,1,3,1,0
2021-01-26,18:35:55.138784,Zapatos,Tienda B,Femenino,1085,1,Proveedor C,Botas de Invierno,Timberland,80,2,160,1,4,2,0
2021-01-27,05:33:26.601650,Pantalones,Tienda C,Masculino,1056,1,Proveedor D,Pantalón Deportivo,Adidas,30,2,60,1,3,3,1
2021-01-27,16:30:58.064516,Camisetas,Tienda B,Femenino,1028,1,Proveedor B,Camiseta Básica,Ultra Cotton,15,2,30,1,2,2,0
2021-01-28,03:28:29.527381,Abrigos,Online,No especificado,1063,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,2,70,1,0,0,2
2021-01-28,14:26:00.990247,Pantalones,Tienda A,Femenino,1002,1,Proveedor A,Jeans Slim,Levis,40,2,80,1,3,1,0
2021-01-29,01:23:32.453113,Camisetas,Tienda B,Masculino,1064,1,Proveedor A,Camiseta Deportiva,Nike,20,2,40,1,2,2,1
2021-01-29,12:21:03.915978,Zapatos,Online,Masculino,1002,1,Proveedor C,Zapatos Formales,Park Avenue,70,2,140,1,4,0,1
2021-01-29,23:18:35.378844,Abrigos,Online,Masculino,1008,1,Proveedor D,Chaqueta Ligera,Ascender,45,2,90,1,0,0,1
2021-01-30,10:16:06.841710,Zapatos,Tienda C,No especificado,1000,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,2,140,1,4,3,2
2021-01-30,21:13:38.304576,Camisetas,Tienda A,Femenino,1043,1,Proveedor B,Camiseta Básica,Hanes,15,2,30,1,2,1,0
2021-01-31,08:11:09.767441,Abrigos,Tienda A,Femenino,1011,1,Proveedor B,Sudadera con Capucha,Club Hoodie,35,2,70,1,0,1,0
2021-01-31,19:08:41.230307,Camisetas,Tienda B,Masculino,1026,1,Proveedor B,Camiseta Casual,Uniqlo,25,2,50,1,2,2,1
2021-02-01,06:06:12.693173,Accesorios,Tienda C,No especificado,1069,1,Proveedor B,Bufanda,Check,12,2,24,1,1,3,2
2021-02-01,17:03:44.156039,Abrigos,Tienda B,No especificado,1055,1,Proveedor C,Abrigo Largo,Canada Goose,100,2,200,1,0,2,2
2021-02-02,04:01:15.618904,Accesorios,Tienda C,Masculino,1083,1,Proveedor D,Cinturón,Grant,15,2,30,1,1,3,1
2021-02-02,14:58:47.081770,Camisetas,Online,Femenino,1044,1,Proveedor A,Camiseta Casual,Uniqlo,25,2,50,1,2,0,0
2021-02-03,01:56:18.544636,Abrigos,Tienda A,Femenino,1029,1,Proveedor C,Sudadera con Capucha,Champion,35,2,70,1,0,1,0
2021-02-03,12:53:50.007501,Zapatos,Online,Femenino,1034,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,2,100,1,4,0,0
2021-02-03,23:51:21.470367,Zapatos,Tienda A,Femenino,1063,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,2,140,1,4,1,0
2021-02-04,10:48:52.933233,Abrigos,Online,Masculino,1095,1,Proveedor B,Abrigo Largo,Langford Parka,100,2,200,1,0,0,1
2021-02-04,21:46:24.396099,Camisetas,Tienda B,No especificado,1009,1,Proveedor D,Camiseta Básica,Gildan,15,2,30,1,2,2,2
2021-02-05,08:43:55.858964,Accesorios,Online,Femenino,1012,1,Proveedor C,Bufanda,Check,12,2,24,1,1,0,0
2021-02-05,19:41:27.321830,Accesorios,Tienda A,No especificado,1032,1,Proveedor D,Bufanda,Check,12,2,24,1,1,1,2
2021-02-06,06:38:58.784696,Abrigos,Online,No especificado,1067,1,Proveedor A,Sudadera con Capucha,Champion,35,2,70,1,0,0,2
2021-02-06,17:36:30.247561,Zapatos,Tienda C,No especificado,1025,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,2,140,1,4,3,2
2021-02-07,04:34:01.710427,Camisetas,Tienda A,No especificado,1092,1,Proveedor C,Camiseta Casual,Uniqlo,25,2,50,1,2,1,2
2021-02-07,15:31:33.173293,Pantalones,Tienda B,Masculino,1077,1,Proveedor B,Pantalón Deportivo,Adidas,30,2,60,1,3,2,1
2021-02-08,02:29:04.636159,Abrigos,Tienda A,No especificado,1090,1,Proveedor A,Sudadera con Capucha,Club Hoodie,35,2,70,1,0,1,2
2021-02-08,13:26:36.099024,Abrigos,Tienda A,Femenino,1096,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,2,70,1,0,1,0
2021-02-09,00:24:07.561890,Abrigos,Tienda C,Masculino,1044,1,Proveedor A,Abrigo Largo,Canada Goose,100,2,200,1,0,3,1
2021-02-09,11:21:39.024756,Accesorios,Tienda B,Masculino,1005,1,Proveedor C,Cinturón,Grant,15,2,30,1,1,2,1
2021-02-09,22:19:10.487621,Zapatos,Online,No especificado,1017,1,Proveedor D,Zapatos Formales,Allen Edmonds,70,3,210,1,4,0,2
2021-02-10,09:16:41.950487,Abrigos,Tienda B,Femenino,1031,1,Proveedor B,Sudadera con Capucha,Champion,35,3,105,1,0,2,0
2021-02-10,20:14:13.413353,Accesorios,Tienda C,No especificado,1092,1,Proveedor B,Cinturón,Grant,15,3,45,1,1,3,2
2021-02-11,07:11:44.876219,Pantalones,Online,No especificado,1091,1,Proveedor D,Pantalón Deportivo,Adidas,30,3,90,1,3,0,2
2021-02-11,18:09:16.339084,Accesorios,Tienda B,Femenino,1021,1,Proveedor C,Bufanda,Check,12,3,36,1,1,2,0
2021-02-12,05:06:47.801950,Pantalones,Online,Femenino,1095,1,Proveedor B,Jeans Slim,Slim Fit,40,3,120,1,3,0,0
2021-02-12,16:04:19.264816,Accesorios,Tienda B,Femenino,1018,1,Proveedor D,Bufanda,Check,12,3,36,1,1,2,0
2021-02-13,03:01:50.727681,Accesorios,Tienda B,Femenino,1025,1,Proveedor B,Gorra,New Era,10,3,30,1,1,2,0
2021-02-13,13:59:22.190547,Abrigos,Online,Femenino,1053,1,Proveedor A,Abrigo Largo,Langford Parka,100,3,300,1,0,0,0
2021-02-14,00:56:53.653413,Accesorios,Tienda C,No especificado,1006,1,Proveedor C,Gorra,New Era,10,3,30,1,1,3,2
2021-02-14,11:54:25.116279,Abrigos,Tienda C,No especificado,1033,1,Proveedor B,Sudadera con Capucha,Champion,35,3,105,1,0,3,2
2021-02-14,22:51:56.579144,Abrigos,Tienda A,Masculino,1097,1,Proveedor D,Chaqueta Ligera,Ascender,45,3,135,1,0,1,1
2021-02-15,09:49:28.042010,Abrigos,Online,No especificado,1068,1,Proveedor D,Sudadera con Capucha,Club Hoodie,35,3,105,1,0,0,2
2021-02-15,20:46:59.504876,Accesorios,Online,No especificado,1064,1,Proveedor B,Cinturón,Grant,15,3,45,1,1,0,2
2021-02-16,07:44:30.967741,Camisetas,Tienda B,Masculino,1014,1,Proveedor A,Camiseta Casual,Uniqlo,25,3,75,1,2,2,1
2021-02-16,18:42:02.430607,Zapatos,Tienda B,Masculino,1035,1,Proveedor A,Zapatos Formales,Allen Edmonds,70,3,210,1,4,2,1
2021-02-17,05:39:33.893473,Accesorios,Online,Masculino,1025,1,Proveedor A,Cinturón,Grant,15,3,45,1,1,0,1
2021-02-17,16:37:05.356339,Zapatos,Online,No especificado,1054,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,3,150,1,4,0,2
2021-02-18,03:34:36.819204,Zapatos,Tienda B,Masculino,1063,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,3,210,1,4,2,1
2021-02-18,14:32:08.282070,Accesorios,Tienda C,No especificado,1036,1,Proveedor C,Gorra,New Era,10,3,30,1,1,3,2
2021-02-19,01:29:39.744936,Abrigos,Online,Femenino,1020,1,Proveedor B,Chaqueta Ligera,Ascender,45,3,135,1,0,0,0
2021-02-19,12:27:11.207801,Pantalones,Tienda C,Femenino,1082,1,Proveedor C,Jeans Slim,Slim Fit,40,3,120,1,3,3,0
2021-02-19,23:24:42.670667,Camisetas,Online,Masculino,1008,1,Proveedor C,Camiseta Básica,Ultra Cotton,15,3,45,1,2,0,1
2021-02-20,10:22:14.133533,Zapatos,Tienda C,No especificado,1082,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,3,210,1,4,3,2
2021-02-20,21:19:45.596399,Abrigos,Online,No especificado,1015,1,Proveedor C,Sudadera con Capucha,Club Hoodie,35,3,105,1,0,0,2
2021-02-21,08:17:17.059264,Abrigos,Tienda C,Femenino,1012,1,Proveedor D,Sudadera con Capucha,Champion,35,3,105,1,0,3,0
2021-02-21,19:14:48.522130,Pantalones,Tienda A,No especificado,1029,1,Proveedor C,Pantalón Chino,Dockers,35,3,105,1,3,1,2
2021-02-22,06:12:19.984996,Accesorios,Tienda A,Femenino,1038,1,Proveedor B,Bufanda,Check,12,3,36,1,1,1,0
2021-02-22,17:09:51.447861,Zapatos,Tienda A,No especificado,1004,1,Proveedor C,Botas de Invierno,Timberland,80,3,240,1,4,1,2
2021-02-23,04:07:22.910727,Pantalones,Tienda A,Femenino,1002,1,Proveedor C,Pantalón Chino,Dockers,35,3,105,1,3,1,0
2021-02-23,15:04:54.373593,Zapatos,Tienda C,No especificado,1050,1,Proveedor D,Zapatillas Deportivas,Ultraboost,50,3,150,1,4,3,2
2021-02-24,02:02:25.836459,Abrigos,Tienda A,Masculino,1004,1,Proveedor C,Abrigo Largo,Canada Goose,100,3,300,1,0,1,1
2021-02-24,12:59:57.299324,Pantalones,Tienda C,Masculino,1026,1,Proveedor D,Pantalón Chino,Dockers,35,3,105,1,3,3,1
2021-02-24,23:57:28.762190,Camisetas,Tienda A,Masculino,1081,1,Proveedor C,Camiseta Deportiva,Nike,20,3,60,1,2,1,1
2021-02-25,10:55:00.225056,Pantalones,Tienda A,Femenino,1026,1,Proveedor D,Pantalón Deportivo,Adidas,30,3,90,1,3,1,0
2021-02-25,21:52:31.687921,Accesorios,Online,No especificado,1037,1,Proveedor B,Cinturón,Grant,15,3,45,1,1,0,2
2021-02-26,08:50:03.150787,Accesorios,Tienda C,Masculino,1045,1,Proveedor A,Gorra,New Era,10,3,30,1,1,3,1
2021-02-26,19:47:34.613653,Pantalones,Online,No especificado,1005,1,Proveedor D,Pantalón Chino,Dockers,35,3,105,1,3,0,2
2021-02-27,06:45:06.076519,Abrigos,Online,Masculino,1004,1,Proveedor D,Chaqueta Ligera,Ascender,45,3,135,1,0,0,1
2021-02-27,17:42:37.539384,Abrigos,Tienda B,Femenino,1008,1,Proveedor B,Chaqueta Ligera,Ascender,45,3,135,1,0,2,0
2021-02-28,04:40:09.002250,Abrigos,Tienda A,No especificado,1028,1,Proveedor D,Abrigo Largo,Langford Parka,100,3,300,1,0,1,2
2021-02-28,15:37:40.465116,Pantalones,Tienda B,No especificado,1037,1,Proveedor A,Jeans Slim,Slim Fit,40,3,120,1,3,2,2
2021-03-01,02:35:11.927982,Pantalones,Tienda A,Femenino,1015,1,Proveedor C,Jeans Slim,Slim Fit,40,3,120,1,3,1,0
2021-03-01,13:32:43.390847,Abrigos,Tienda C,Masculino,1096,1,Proveedor D,Sudadera con Capucha,Champion,35,3,105,1,0,3,1
2021-03-02,00:30:14.853713,Zapatos,Tienda A,No especificado,1041,1,Proveedor B,Zapatos Formales,Allen Edmonds,70,3,210,1,4,1,2
2021-03-02,11:27:46.316579,Accesorios,Tienda A,No especificado,1072,1,Proveedor A,Gorra,New Era,10,3,30,1,1,1,2
2021-03-02,22:25:17.779444,Accesorios,Online,Masculino,1057,1,Proveedor A,Bufanda,Check,12,3,36,1,1,0,1
2021-03-03,09:22:49.242310,Accesorios,Tienda B,Femenino,1033,1,Proveedor B,Gorra,New Era,10,3,30,1,1,2,0
2021-03-03,20:20:20.705176,Accesorios,Tienda A,Femenino,1041,1,Proveedor D,Bufanda,Check,12,3,36,1,1,1,0
2021-03-04,07:17:52.168042,Accesorios,Tienda A,Masculino,1097,1,Proveedor D,Gorra,New Era,10,3,30,1,1,1,1
2021-03-04,18:15:23.630907,Accesorios,Tienda C,Femenino,1047,1,Proveedor C,Gorra,New Era,10,3,30,1,1,3,0
2021-03-05,05:12:55.093773,Pantalones,Tienda B,Femenino,1098,1,Proveedor A,Pantalón Deportivo,Adidas,30,3,90,1,3,2,0
2021-03-05,16:10:26.556639,Abrigos,Tienda B,Masculino,1067,1,Proveedor B,Chaqueta Ligera,Ascender,45,3,135,1,0,2,1
2021-03-06,03:07:58.019504,Camisetas,Tienda B,Femenino,1071,1,Proveedor A,Camiseta Deportiva,Dri-FIT,20,3,60,1,2,2,0
2021-03-06,14:05:29.482370,Pantalones,Online,No especificado,1056,1,Proveedor B,Pantalón Deportivo,Adidas,30,3,90,1,3,0,2
2021-03-07,01:03:00.945236,Pantalones,Tienda C,Femenino,1021,1,Proveedor B,Pantalón Deportivo,Adidas,30,3,90,1,3,3,0
